Source,Target,Weight,Distancia,Duracao,,
"CAMPOS SALES, CE",HOSPITAL MATERNIDADE SAO VICENTE DE PAULO HMSVP,2,156.00,2.42,,
"CAMPOS SALES, CE",HM HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,2,498.00,6.97,,
"CAMPOS SALES, CE",HOSPITAL REGIONAL DO CARIRI,1,147.00,2.22,,
"CAMPOS SALES, CE",HOSPITAL DO CORACAO DO CARIRI,1,157.00,2.18,,
"MULUNGU, CE",HM HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,2,117.00,2.17,,
"MULUNGU, CE",HGF HOSPITAL GERAL DE FORTALEZA,2,122.00,2.45,,
"NOVA OLINDA, CE",HOSPITAL DE PEQUENO PORTE ANA ALENCAR ALVES,1,0.50,0.03,,
"NOVA OLINDA, CE",HOSPITAL MATERNIDADE SAO VICENTE DE PAULO HMSVP,2,59.90,1.08,,
"TURURU, CE",HM HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,2,126.00,1.87,,
"TURURU, CE",HOSPITAL HAROLDO JUACABA,1,110.00,1.77,,
"UBERABA, MG",HOSPITAL MUNICIPAL NOSSA SENHORA DOS MILAGRES,1,2126.00,31.7,,
"BANABUIU, CE",HOSPITAL MUNICIPAL SENADOR CARLOS JEREISSATI,1,1.20,0.08,,
"BANABUIU, CE",HOSPITAL UNIVERSITARIO WALTER CANTIDIO,1,226.00,3.13,,
"BANABUIU, CE",HM HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,1,214.00,2.82,,
"CHAVAL, CE",HOSPITAL DEPUTADO MURILO AGUIAR,1,52.10,0.76,,
"CHAVAL, CE",HM HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,2,410.00,5.42,,
"GRACA, CE",HIAS HOSPITAL INFANTIL ALBERT SABIN,1,317.00,4.37,,
"GRACA, CE",HOSPITAL MUNICIPAL SENADOR CARLOS JEREISSATI,1,355.00,4.93,,
"GRACA, CE",SANTA CASA DE MISERICORDIA DE SOBRAL,1,73.70,1.1,,
"MARTINOPOLE, CE",SANTA CASA DE MISERICORDIA DE SOBRAL,1,80.20,1.23,,
"AURORA, SC",HOSPITAL MATERNIDADE SAO VICENTE DE PAULO HMSVP,1,3133.00,44,,
"VALPARAISO DE GOIAS, GO",HGF HOSPITAL GERAL DE FORTALEZA,1,2162.00,29,,
"FARIAS BRITO, CE",HOSPITAL GERAL DR WALDEMAR ALCANTARA,1,456.00,6.47,,
"FARIAS BRITO, CE",HOSPITAL GERAL DE FARIAS BRITO HGFB,1,1.20,0.067,,
"FARIAS BRITO, CE",HOSPITAL MATERNIDADE SAO VICENTE DE PAULO HMSVP,1,65.20,1.233,,
"FARIAS BRITO, CE",HGCC HOSPITAL GERAL DR CESAR CALS,1,465.00,6.717,,
"ALCANTARAS, CE",SANTA CASA DE MISERICORDIA DE SOBRAL,1,35.20,0.733,,
"MILHA, CE",HM HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,1,290.00,3.867,,
"MILHA, CE",HOSPITAL MUNICIPAL JOAO LEOPOLDO PINHEIRO LANDIM,1,0.50,0.033,,
"IPU, CE",HOSPITAL UNIVERSITARIO WALTER CANTIDIO,1,293.00,3.95,,
"IPU, CE",HOSPITAL HAROLDO JUACABA,1,293.00,3.967,,
"LAVRAS DA MANGABEIRA, CE",HOSPITAL MATERNIDADE SAO VICENTE DE PAULO HMSVP,1,90.90,1.733,,
"LAVRAS DA MANGABEIRA, CE",HM HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,1,404.00,5.583,,
"MOSSORO, RN",HM HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,1,232.00,3.133,,
"IPAUMIRIM, CE",HOSPITAL HAROLDO JUACABA,1,414.00,5.85,,
"IPAUMIRIM, CE",HGCC HOSPITAL GERAL DR CESAR CALS,1,413.00,5.833,,
"CARNAUBAL, CE",SANTA CASA DE MISERICORDIA DE SOBRAL,1,107.00,1.75,,
"CARNAUBAL, CE",HM HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,1,340.00,4.733,,
"DEPUTADO IRAPUAN PINHEIRO, CE",HM HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,2,321.00,4.317,,
"DEPUTADO IRAPUAN PINHEIRO, CE",HOSPITAL HAROLDO JUACABA,1,334.00,4.683,,
"DEPUTADO IRAPUAN PINHEIRO, CE",CRIO CENTRO REGIONAL INTEGRADO DE ONCOLOGIA,1,338.00,4.833,,
"ARARENDA, CE",HM HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,1,347.00,4.75,,
"ARARENDA, CE",SANTA CASA DE MISERICORDIA DE SOBRAL,1,157.00,2.567,,
"ARARIPE, CE",HOSPITAL MATERNIDADE SAO VICENTE DE PAULO HMSVP,1,123.00,2,,
"ARARIPE, CE",HOSPITAL REGIONAL DO CARIRI,1,114.00,1.8,,
"POTIRETAMA, CE",HM HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,1,272.00,3.767,,
"POTIRETAMA, CE",HOSPITAL SAO RAIMUNDO,1,283.00,4.1,,
"PACUJA, CE",SANTA CASA DE MISERICORDIA DE SOBRAL,1,64.50,0.983,,
"PACUJA, CE",HM HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,1,315.00,4.233,,
"SAO JOAO DO JAGUARIBE, CE",HM HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,2,211.00,2.983,,
"SAO JOAO DO JAGUARIBE, CE",HOSPITAL UNIVERSITARIO WALTER CANTIDIO,2,223.00,3.3,,
"CAPISTRANO, CE",HOSPITAL HAROLDO JUACABA,1,97.20,1.8,,
"CAPISTRANO, CE",HOSPITAL GERAL DR WALDEMAR ALCANTARA,1,103.00,1.683,,
"CAPISTRANO, CE",HM HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,2,101.00,1.633,,
"INDEPENDENCIA, CE",HM HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,1,318.00,4.25,,
"INDEPENDENCIA, CE",HOSPITAL HAROLDO JUACABA,1,303.00,4.133,,
"SENADOR SA, CE",HIAS HOSPITAL INFANTIL ALBERT SABIN,1,281.00,3.867,,
"PATU, RN",HM HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,2,352.00,4.817,,
"PIQUET CARNEIRO, CE",HOSPITAL HAROLDO JUACABA,1,330.00,4.633,,
"PIQUET CARNEIRO, CE",HM HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,1,286.00,3.983,,
"ALTANEIRA, CE",HOSPITAL MATERNIDADE SAO VICENTE DE PAULO HMSVP,1,74.70,1.4,,
"ALTANEIRA, CE",HOSPITAL DO CORACAO DO CARIRI,1,75.50,1.417,,
"SABOEIRO, CE",UNID MISTA DE SABOEIRO,1,0.90,0.05,,
"SABOEIRO, CE",HOSPITAL MATERNIDADE SAO VICENTE DE PAULO HMSVP,1,160.00,2.517,,
"UMARI, CE",HM HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,1,391.00,5.367,,
"UMARI, CE",HOSPITAL UNIVERSITARIO WALTER CANTIDIO,1,403.00,5.667,,
"UMARI, CE",HOSPITAL REGIONAL DO CARIRI,1,137.00,2.3,,
"UMARI, CE",HOSPITAL MATERNIDADE SAO VICENTE DE PAULO HMSVP,1,146.00,2.483,,
"BACABAL, MA",HM HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,1,871.00,12.417,,
"NOVO ORIENTE, CE",HM HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,1,407.00,5.367,,
"NOVO ORIENTE, CE",HOSPITAL HAROLDO JUACABA,1,392.00,5.25,,
"IPAPORANGA, CE",HM HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,1,366.00,5.067,,
"POTENGI, CE",HOSPITAL MATERNIDADE SAO VICENTE DE PAULO HMSVP,1,102.00,1.667,,
"POTENGI, CE",HOSPITAL MUNICIPAL DE POTENGI,1,1.00,0.017,,
"POTENGI, CE",HOSPITAL DO CORACAO DO CARIRI,1,103.00,1.683,,
"PORTEIRAS, CE",HOSPITAL MATERNIDADE SAO VICENTE DE PAULO HMSVP,1,45.70,1.05,,
"PORTEIRAS, CE",IMTAVI,1,19.20,0.333,,
"GRANJEIRO, CE",HOSPITAL MATERNIDADE SAO VICENTE DE PAULO HMSVP,1,66.10,1.633,,
"GRANJEIRO, CE",HOSPITAL SAO RAIMUNDO,1,445.00,6.367,,
"GRANJEIRO, CE",HOSPITAL MUNICIPAL DE GRANJEIRO,1,1.00,0.05,,
"NOVA OLINDA, TO",HM HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,2,1389.00,19.883,,
"BURITI DOS LOPES, PI",HM HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,1,475.00,6.783,,
"MIRAIMA, CE",HM HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,1,196.00,2.783,,
"CASCAVEL, PR",HM HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,2,3538.00,46,,
"TARRAFAS, CE",HOSPITAL DO CORACAO DO CARIRI,1,138.00,2.3,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
