COD,MUNIC
315430,"RESPLENDOR, MG"
354270,"RESTINGA, SP"
292610,"RETIROLANDIA, BA"
210950,"RIACHAO, MA"
292630,"RIACHAO DO JACUIPE, BA"
241070,"RIACHO DA CRUZ, RN"
220885,"RIACHO FRIO, PI"
521860,"RIALMA, GO"
354280,"RIBEIRA, SP"
354290,"RIBEIRAO BONITO, SP"
315460,"RIBEIRAO DAS NEVES, MG"
354330,"RIBEIRAO PIRES, SP"
315470,"RIBEIRAO VERMELHO, MG"
412220,"RIO BRANCO DO SUL, PR"
521810,"PORTELANDIA, GO"
431490,"PORTO ALEGRE, RS"
412015,"PORTO BARREIRO, PR"
314180,"MINAS NOVAS, MG"
330300,"MIRACEMA, RJ"
314220,"MIRAI, MG"
353010,"MIRANDOPOLIS, SP"
171330,"MIRANORTE, TO"
353020,"MIRANTE DO PARANAPANEMA, SP"
314225,"MIRAVANIA, MG"
280410,"MOITA BONITA, SE"
353070,"MOGI GUACU, SP"
230850,"MOMBACA, CE"
210690,"MONCAO, MA"
353100,"MONCOES, SP"
353110,"MONGAGUA, SP"
314250,"MONJOLOS, MG"
230860,"MONSENHOR TABOSA, CE"
240770,"MONTANHAS, RN"
521350,"MONTE ALEGRE DE GOIAS, GO"
317150,"MATHIAS LOBATO, MG"
313920,"MALACACHETA, MG"
250890,"MAMANGUAPE, PB"
130250,"MANACAPURU, AM"
330260,"MANGARATIBA, RJ"
313980,"MAR DE ESPANHA, MG"
150420,"MARABA, PA"
292050,"MARACAS, BA"
210635,"MARAJA DO SENA, MA"
352885,"MARAPOAMA, SP"
292070,"MARAU, BA"
421050,"MARAVILHA, SC"
110003,"CABIXI, RO"
420300,"CACADOR, SC"
520410,"CACHOEIRA ALTA, GO"
310270,"CACHOEIRA DE PAJEU, MG"
350870,"CACONDE, SP"
310990,"CAETANOPOLIS, MG"
260320,"CAETES, PE"
350880,"CAFELANDIA, SP"
430330,"CAIBATE, RS"
250360,"CAICARA, PB"
290550,"CALDEIRAO GRANDE, BA"
260340,"CALUMBI, PE"
311040,"CAMACHO, MG"
500260,"CAMAPUA, MS"
260350,"CAMOCIM DE SAO FELIX, PE"
410390,"CAMPINA DA LAGOA, PR"
250400,"CAMPINA GRANDE, PB"
150157,"BOM JESUS DO TOCANTINS, PA"
210010,"AFONSO CUNHA, MA"
230040,"AIUABA, CE"
170230,"ARAPOEMA, TO"
432300,"VIAMAO, RS"
261520,"TERRA NOVA, PE"
412630,"SENGES, PR"
292860,"SANTO AMARO, BA"
292593,"QUIXABEIRA, BA"
210880,"PIRAPEMAS, MA"
292450,"PINDAI, BA"
521470,"NOVA AMERICA, GO"
314290,"MONTE AZUL, MG"
230125,"ARARENDA, CE"
230140,"ARATUBA, CE"
310400,"ARAXA, MG"
250110,"AREIA, PB"
350350,"AREIAS, SP"
520235,"ARENOPOLIS, GO"
310450,"ARINOS, MG"
110002,"ARIQUEMES, RO"
250130,"AROEIRAS, PB"
520250,"ARUANA, GO"
430830,"FONTOURA XAVIER, RS"
520800,"FORMOSA, GO"
420543,"FORMOSA DO SUL, SC"
312630,"FORTALEZA DE MINAS, MG"
210420,"FORTUNA, MA"
351430,"DOURADO, SP"
410730,"DOUTOR CAMARGO, PR"
240320,"DOUTOR SEVERIANO, RN"
351450,"DUARTINA, SP"
351460,"DUMONT, SP"
520740,"EDEIA, GO"
500375,"ELDORADO, MS"
351490,"ELIAS FAUSTO, SP"
250590,"EMAS, PB"
351510,"EMBU-GUACU, SP"
291040,"ENCRUZILHADA, BA"
430692,"ENGENHO VELHO, RS"
290050,"ERICO CARDOSO, BA"
430720,"ERVAL GRANDE, RS"
260520,"ESCADA, PE"
314870,"PEDRA AZUL, MG"
314995,"PERIQUITO, MG"
315060,"PIRACEMA, MG"
539935,"REGIAO ADMINISTRATIVA DO SIA, DF"
530015,"ASA SUL, DF"
530005,"ASA NORTE, DF"
530020,"BRAZLANDIA, DF"
530030,"CANDANGOLANDIA, DF"
530040,"CEILANDIA, DF"
530050,"CRUZEIRO, DF"
530060,"GAMA, DF"
530070,"GUARA, DF"
530080,"LAGO NORTE, DF"
530090,"LAGO SUL, DF"
530100,"NUCLEO BANDEIRANTE, DF"
530110,"PARANOA, DF"
530120,"PLANALTINA, DF"
530130,"RECANTO DAS EMAS, DF"
530135,"RIACHO FUNDO I, DF"
530140,"SAMAMBAIA, DF"
530150,"SANTA MARIA, DF"
530160,"SAO SEBASTIAO, DF"
530170,"SOBRADINHO, DF"
530180,"TAGUATINGA, DF"
150475,"MOJUI DOS CAMPOS, PA"
421265,"PESCARIA BRAVA, SC"
422000,"BALNEARIO RINCAO, SC"
430145,"PINTO BANDEIRA, RS"
500627,"PARAISO DAS AGUAS, MS"
431454,"PINTO BANDEIRA, RS"
240260,"CEARA-MIRIM, RN"
240280,"CORONEL EZEQUIEL, RN"
240350,"ESPIRITO SANTO, RN"
240420,"GOIANINHA, RN"
240520,"JANDUIS, RN"
240550,"JARDIM DE ANGICOS, RN"
240720,"MACAU, RN"
241120,"SANTA CRUZ, RN"
241255,"SAO MIGUEL DO GOSTOSO, RN"
241260,"SAO PAULO DO POTENGI, RN"
241320,"SENADOR GEORGINO AVELINO, RN"
250160,"BARRA DE SANTA ROSA, PB"
250330,"CACHOEIRA DOS INDIOS, PB"
250403,"CAPIM, PB"
250620,"FREI MARTINHO, PB"
280350,"LAGARTO, SE"
220556,"LAGOA DO BARRO DO PIAUI, PI"
291875,"LAGOA REAL, BA"
420850,"ITUPORANGA, SC"
291810,"JEREMOABO, BA"
521060,"ITAGUARU, GO"
411095,"ITAIPULANDIA, PR"
130195,"ITAMARATI, AM"
313340,"ITAPAGIPE, MG"
230640,"ITAPIPOCA, CE"
500450,"ITAPORA, MS"
210542,"ITINGA DO MARANHAO, MA"
291350,"IGUAI, BA"
431020,"IJUI, RS"
420710,"ILHOTA, SC"
250670,"IMACULADA, PB"
420730,"IMBITUBA, SC"
260700,"INAJA, PE"
230560,"INDEPENDENCIA, CE"
411040,"INDIANOPOLIS, PR"
250680,"INGA, PB"
291370,"INHAMBUPE, BA"
313090,"INHAPIM, MG"
521000,"INHUMAS, GO"
420757,"IOMERE, SC"
311930,"COROMANDEL, MG"
500315,"CORONEL SAPUCAIA, MS"
510337,"COTRIGUACU, MT"
210317,"CENTRO NOVO DO MARANHAO, MA"
311610,"CHAPADA DO NORTE, MG"
430543,"CHUI, RS"
220271,"COCAL DE TELHA, PI"
351210,"COLOMBIA, SP"
311730,"CONCEICAO DAS ALAGOAS, MG"
290850,"CONCEICAO DO JACUIPE, BA"
410465,"CARAMBEI, PR"
320130,"CARIACICA, ES"
311400,"CARMO DA MATA, MG"
311455,"CARNEIRINHO, MG"
410480,"CASCAVEL, PR"
520510,"CATALAO, GO"
311545,"CATUJI, MG"
351130,"CEDRAL, SP"
410405,"CAMPO BONITO, PR"
410530,"CEU AZUL, PR"
410580,"COLOMBO, PR"
410725,"DOURADINA, PR"
410775,"FIGUEIRA, PR"
410855,"GODOY MOREIRA, PR"
410950,"GUARAQUECABA, PR"
411065,"IRACEMA DO OESTE, PR"
411240,"JAPURA, PR"
411320,"LAPA, PR"
411342,"LIDIANOPOLIS, PR"
411440,"MANGUEIRINHA, PR"
411510,"MARILUZ, PR"
411650,"NOVA ALIANCA DO IVAI, PR"
411840,"PARANAVAI, PR"
411860,"PAULA FREITAS, PR"
411870,"PAULO FRONTIN, PR"
411965,"PITANGUEIRAS, PR"
412035,"PRANCHITA, PR"
412050,"PRIMEIRO DE MAIO, PR"
412110,"QUINTA DO SOL, PR"
412265,"ROSARIO DO IVAI, PR"
412280,"SALGADO FILHO, PR"
412390,"SANTA MARIANA, PR"
412500,"SAO JOAO DO IVAI, PR"
412540,"SAO JOSE DA BOA VISTA, PR"
412555,"SAO MANOEL DO PARANA, PR"
311550,"CAXAMBU, MG"
290405,"BONITO, BA"
431445,"PINHAL, RS"
421290,"PINHALZINHO, SC"
220030,"ALTO LONGA, PI"
320035,"ALTO RIO NOVO, ES"
220040,"ALTOS, PI"
130002,"ALVARAES, AM"
350120,"ALVARES FLORENCE, SP"
170070,"ALVORADA, TO"
220045,"ALVORADA DO GURGUEIA, PI"
410090,"AMAPORA, PR"
520082,"AMARALINA, GO"
350170,"AMERICO BRASILIENSE, SP"
250073,"AMPARO, PB"
270020,"ANADIA, AL"
150080,"ANANINDEUA, PA"
290130,"ANDARAI, BA"
430066,"ANDRE DA ROCHA, RS"
260100,"ANGELIM, PE"
220060,"ANGICAL DO PIAUI, PI"
520120,"ANHANGUERA, GO"
420125,"APIUNA, SC"
230100,"AQUIRAZ, CE"
290200,"ARACATU, BA"
310330,"ARACITABA, MG"
260105,"ARACOIABA, PE"
520160,"ARACU, GO"
520170,"ARAGARCAS, GO"
170210,"ARAGUAINA, TO"
350300,"ARAMINA, SP"
310380,"ARAPUA, MG"
292045,"MANSIDAO, BA"
270490,"MAR VERMELHO, AL"
421040,"MARACAJA, SC"
270450,"MARAGOGI, AL"
150440,"MARAPANIM, PA"
431180,"MARAU, RS"
240730,"MARCELINO VIEIRA, RN"
220600,"MARCOS PARENTE, PI"
250910,"MARI, PB"
270480,"MARIBONDO, AL"
411490,"MARILANDIA DO SUL, PR"
314015,"MARIO CAMPOS, MG"
240670,"LAJES, RN"
411325,"LARANJAL, PR"
313810,"LASSANCE, MG"
313820,"LAVRAS, MG"
431150,"LAVRAS DO SUL, RS"
420970,"LEBON REGIS, SC"
352680,"LENCOIS PAULISTA, SP"
411340,"LEOPOLIS, PR"
313860,"LIMA DUARTE, MG"
270420,"LIMOEIRO DE ANADIA, AL"
431162,"LINDOLFO COLLOR, RS"
411370,"LONDRINA, PR"
352725,"LOURDES, SP"
240690,"LUCRECIA, RN"
421000,"LUIZ ALVES, SC"
411375,"LUNARDELLI, PR"
352790,"LUTECIA, SP"
521250,"LUZIANIA, GO"
500390,"FIGUEIRAO, MS"
510452,"IPIRANGA DO NORTE, MT"
510454,"ITANHANGA, MT"
110009,"ESPIGAO D'OESTE, RO"
110013,"MACHADINHO D'OESTE, RO"
110029,"SANTA LUZIA D'OESTE, RO"
110040,"ALTO PARAISO, RO"
110050,"NOVO HORIZONTE DO OESTE, RO"
110120,"MINISTRO ANDREAZZA, RO"
110130,"MIRANTE DA SERRA, RO"
110170,"URUPA, RO"
120010,"BRASILEIA, AC"
120033,"MANCIO LIMA, AC"
130010,"ANORI, AM"
130060,"BENJAMIN CONSTANT, AM"
130068,"BOA VISTA DO RAMOS, AM"
130115,"CAREIRO DA VARZEA, AM"
130330,"NOVO ARIPUANA, AM"
130356,"RIO PRETO DA EVA, AM"
130370,"SANTO ANTONIO DO ICA, AM"
130380,"SAO GABRIEL DA CACHOEIRA, AM"
140002,"AMAJARI, RR"
140010,"BOA VISTA, RR"
140060,"SAO LUIZ, RR"
150095,"AURORA DO PARA, PA"
150160,"BONITO, PA"
150307,"GARRAFAO DO NORTE, PA"
150400,"LIMOEIRO DO AJURU, PA"
150460,"MOCAJUBA, PA"
280390,"MALHADOR, SE"
250900,"MANAIRA, PB"
411430,"MANDIRITUBA, PR"
313950,"MANHUMIRIM, MG"
221062,"SEBASTIAO BARROS, PI"
432023,"SEDE NOVA, RS"
120050,"SENA MADUREIRA, AC"
316560,"SENADOR CORTES, MG"
150780,"SENADOR JOSE PORFIRIO, PA"
293010,"SENHOR DO BONFIM, BA"
354960,"SAO JOSE DO BARREIRO, SP"
431870,"SAO LEOPOLDO, RS"
431880,"SAO LOURENCO DO SUL, RS"
221037,"SAO LUIS DO PIAUI, PI"
431890,"SAO LUIZ GONZAGA, RS"
421715,"SAO MIGUEL DA BOA VISTA, SC"
280700,"SAO MIGUEL DO ALEIXO, SE"
150760,"SAO MIGUEL DO GUAMA, PA"
355030,"SAO PAULO, SP"
211153,"SAO PEDRO DA AGUA BRANCA, MA"
316390,"SAO PEDRO DA UNIAO, MG"
292925,"SAO GABRIEL, BA"
412470,"SAO JERONIMO DA SERRA, PR"
421630,"SAO JOAO BATISTA, SC"
330500,"SAO JOAO DA BARRA, RJ"
316230,"SAO JOAO DA MATA, MG"
150747,"SAO JOAO DE PIRABAS, PA"
412490,"SAO JOAO DO CAIUA, PR"
313055,"IMBE DE MINAS, MG"
313100,"INHAUMA, MG"
411050,"IPIRANGA, PR"
230600,"IRACEMA, CE"
420790,"IRINEOPOLIS, SC"
313200,"ITACAMBIRA, MG"
520940,"GUARANI DE GOIAS, GO"
351870,"GUARUJA, SP"
291185,"HELIOPOLIS, BA"
260650,"IATI, PE"
312940,"IBERTIOGA, MG"
312970,"IBIRACI, MG"
291320,"IBOTIRAMA, BA"
220430,"FRONTEIRAS, PI"
351660,"GALIA, SP"
210440,"GONCALVES DIAS, MA"
210467,"GOVERNADOR NUNES FREIRE, MA"
420630,"GUABIRUBA, SC"
410900,"GUAPIRAMA, PR"
500380,"FATIMA DO SUL, MS"
210407,"FEIRA NOVA DO MARANHAO, MA"
170770,"FILADELFIA, TO"
410790,"FLORESTA, PR"
250820,"LAGOA DE DENTRO, PB"
251000,"NAZAREZINHO, PB"
251060,"OURO VELHO, PB"
251065,"PARARI, PB"
251275,"RIACHAO DO BACAMARTE, PB"
251350,"SANTANA DE MANGUEIRA, PB"
312380,"ENGENHEIRO NAVARRO, MG"
430700,"ERECHIM, RS"
420520,"ERVAL VELHO, SC"
312410,"ESMERALDAS, MG"
430745,"ESPERANCA DO SUL, RS"
210400,"ESPERANTINOPOLIS, MA"
430750,"ESPUMOSO, RS"
430670,"DONA FRANCISCA, RS"
210510,"ICATU, MA"
230540,"ICO, CE"
351990,"IEPE, SP"
352010,"IGARAPAVA, SP"
312705,"FRONTEIRA DOS VALES, MG"
260600,"GARANHUNS, PE"
312735,"GLAUCILANDIA, MG"
500400,"GLORIA DE DOURADOS, MS"
312738,"GOIANA, MG"
520850,"GOIANDIRA, GO"
520910,"GOIATUBA, GO"
312740,"GONCALVES, MG"
280260,"GRACHO CARDOSO, SE"
430912,"GRAMADO DOS LOUREIROS, RS"
230470,"GRANJA, CE"
430920,"GRAVATAI, RS"
312790,"GRUPIARA, MG"
320230,"GUACUI, ES"
351740,"GUAIRA, SP"
230495,"GUAIUBA, CE"
240450,"GUAMARE, RN"
270890,"SATUBA, AL"
292990,"SEABRA, BA"
355130,"SEBASTIANOPOLIS DO SUL, SP"
432020,"SEBERI, RS"
316556,"SEM-PEIXE, MG"
211174,"SENADOR ALEXANDRE COSTA, MA"
316580,"SENADOR JOSE BENTO, MG"
270895,"SENADOR RUI PALMEIRA, AL"
316320,"SAO JOSE DO ALEGRE, MG"
320480,"SAO JOSE DO CALCADO, ES"
261360,"SAO JOSE DO EGITO, PE"
431846,"SAO JOSE DO HERVAL, RS"
292937,"SAO JOSE DO JACUIPE, BA"
221020,"SAO JOSE DO PIAUI, PI"
270340,"JACARE DOS HOMENS, AL"
352440,"JACAREI, SP"
313480,"JACUI, MG"
411190,"JAGUAPITA, PR"
320305,"JAGUARE, ES"
352470,"JAGUARIUNA, SP"
352480,"JALES, SP"
240510,"JANDAIRA, RN"
240540,"JAPI, RN"
500500,"JARDIM, MS"
411260,"JARDIM OLINDA, PR"
352510,"JARDINOPOLIS, SP"
313540,"JECEABA, MG"
352540,"JERIQUARA, SP"
521205,"JESUPOLIS, GO"
290170,"ANTONIO CARDOSO, BA"
290180,"ANTONIO GONCALVES, BA"
310310,"ANTONIO PRADO DE MINAS, MG"
250077,"APARECIDA, PB"
170110,"APARECIDA DO RIO NEGRO, TO"
500100,"APARECIDA DO TABOADO, MS"
510080,"APIACAS, MT"
410140,"APUCARANA, PR"
350275,"ARACARIGUAMA, SP"
350280,"ARACATUBA, SP"
230120,"ARACOIABA, CE"
320060,"ARACRUZ, ES"
310340,"ARACUAI, MG"
170200,"ARAGUACU, TO"
210087,"ARAGUANA, MA"
290220,"ARAMARI, BA"
310375,"ARAPORA, MG"
420140,"ARARANGUA, SC"
430087,"ARARICA, RS"
280040,"ARAUA, SE"
310430,"AREADO, MG"
280050,"AREIA BRANCA, SE"
240120,"ARES, RN"
510140,"ARIPUANA, MT"
420150,"ARMAZEM, SC"
330025,"ARRAIAL DO CABO, RJ"
313990,"MARIA DA FE, MG"
431200,"MARIANO MORO, RS"
314030,"MARLIERIA, MG"
411545,"MARQUINHO, PR"
539907,"REGIAO ADMINISTRATIVA DO GUARA, DF"
539908,"REGIAO ADMINISTRATIVA DO LAGO NORTE, DF"
539909,"REGIAO ADMINISTRATIVA DO LAGO SUL, DF"
539910,"REGIAO ADMINISTRATIVA DO NUCLEO BANDEIRANTES, DF"
539911,"OCTOGONAL, DF"
539912,"REGIAO ADMINISTRATIVA DO PARANOA, DF"
539913,"REGIAO ADMINISTRATIVA DO PARK WAY, DF"
539914,"REGIAO ADMINISTRATIVA DE PLANALTINA, DF"
539915,"REGIAO ADMINISTRATIVA DE RECANTO DA EMAS, DF"
316880,"TIRADENTES, MG"
330555,"SEROPEDICA, RJ"
293015,"SERRA DO RAMALHO, BA"
316720,"SETE LAGOAS, MG"
221070,"SIMOES, PI"
293076,"SITIO DO QUINTO, BA"
320501,"SOORETAMA, ES"
510794,"TABAPORA, MT"
172025,"SAO SALVADOR DO TOCANTINS, TO"
172049,"SAO VALERIO, TO"
330550,"SAQUAREMA, RJ"
292975,"SAUBARA, BA"
231270,"SENADOR POMPEU, CE"
316330,"SAO JOSE DO DIVINO, MG"
220997,"SAO JOAO DO ARRAIAL, PI"
316270,"SAO JOAO DO PARAISO, MG"
412520,"SAO JORGE D'OESTE, PR"
241220,"SAO JOSE DE MIPIBU, RN"
354820,"SANTO ANTONIO DO PINHAL, SP"
241160,"SAO BENTO DO NORTE, RN"
412460,"SAO CARLOS DO IVAI, PR"
150720,"SAO DOMINGOS DO CAPIM, PA"
261160,"RECIFE, PE"
431540,"REDENTORA, RS"
292600,"REMANSO, BA"
412160,"RENASCENCA, PR"
315420,"RESENDE COSTA, MG"
412175,"RESERVA DO IGUACU, PR"
251276,"RIACHAO DO POCO, PB"
315450,"RIACHO DOS MACHADOS, MG"
292660,"RIBEIRA DO POMBAL, BA"
412180,"RIBEIRAO CLARO, PR"
354320,"RIBEIRAO DO SUL, SP"
354340,"RIBEIRAO PRETO, SP"
354370,"RINCAO, SP"
412200,"RIO AZUL, PR"
220310,"CRISTINO CASTRO, PI"
170625,"CRIXAS DO TOCANTINS, TO"
312060,"CRUCILANDIA, MG"
410510,"CENTENARIO DO SUL, PR"
311580,"CENTRALINA, MG"
351150,"CERQUILHO, SP"
240270,"CERRO CORA, RN"
520545,"CEZARINA, GO"
311590,"CHACARA, MG"
311615,"CHAPADA GAUCHA, MG"
210320,"CHAPADINHA, MA"
230393,"CHORO, CE"
410550,"CIANORTE, PR"
410560,"CIDADE GAUCHA, PR"
430545,"CIDREIRA, RS"
210125,"BACABEIRA, MA"
350460,"BADY BASSITT, SP"
150110,"BAGRE, PA"
420200,"BALNEARIO CAMBORIU, SC"
350480,"BALSAMO, SP"
250150,"BANANEIRAS, PB"
290265,"BANZAE, BA"
430170,"BARAO DE COTEGIPE, RS"
430175,"BARAO DO TRIUNFO, RS"
510618,"NOVA LACERDA, MT"
314480,"NOVA LIMA, MG"
353330,"NOVA LUZITANIA, SP"
510895,"NOVA MONTE VERDE, MT"
510623,"NOVA OLIMPIA, MT"
251020,"NOVA OLINDA, PB"
130310,"NOVA OLINDA DO NORTE, AM"
431320,"NOVA PETROPOLIS, RS"
431330,"NOVA PRATA, RS"
431333,"NOVA RAMADA, RS"
521490,"NOVA ROMA, GO"
230930,"NOVA RUSSAS, CE"
314520,"NOVA SERRANA, MG"
521500,"NOVA VENEZA, GO"
330330,"NITEROI, RJ"
240790,"MONTE DAS GAMELEIRAS, RN"
353180,"MONTE MOR, SP"
250970,"MONTEIRO, PB"
210700,"MONTES ALTOS, MA"
230870,"MORADA NOVA, CE"
311170,"CANAA, MG"
311180,"CANAPOLIS, MG"
290650,"CANDEIAS, BA"
290670,"CANDIDO SALES, BA"
280110,"CANHOBA, SE"
411550,"MARUMBI, PR"
230800,"MASSAPE, CE"
431210,"MATA, RS"
292100,"MATA DE SAO JOAO, BA"
250930,"MATARACA, PB"
411560,"MATELANDIA, PR"
291900,"LAJEDINHO, BA"
240680,"LAJES PINTADAS, RN"
220560,"LANDRI SALES, PI"
313800,"LARANJAL, MG"
250840,"LASTRO, PB"
291930,"LENCOIS, BA"
171240,"LIZARDA, TO"
250855,"LOGRADOURO, PB"
420990,"LONTRAS, SC"
352730,"LOUVEIRA, SP"
250860,"LUCENA, PB"
352760,"LUIS ANTONIO, SP"
313867,"LUISBURGO, MG"
313870,"LUMINARIAS, MG"
352820,"MACEDONIA, SP"
431170,"MACHADINHO, RS"
421005,"MACIEIRA, SC"
230763,"MADALENA, CE"
313910,"MADRE DE DEUS DE MINAS, MG"
290930,"CORRENTINA, BA"
520580,"CORUMBA DE GOIAS, GO"
270230,"CORURIPE, AL"
500325,"COSTA RICA, MS"
170600,"COUTO MAGALHAES, TO"
250485,"COXIXOLA, PB"
230420,"CRATO, CE"
420460,"CRICIUMA, SC"
351320,"CRISTAIS PAULISTA, SP"
280170,"CRISTINAPOLIS, SE"
351330,"CRUZALIA, SP"
210312,"CENTRAL DO MARANHAO, MA"
110005,"CEREJEIRAS, RO"
430512,"CERRITO, RS"
430520,"CERRO LARGO, RS"
290770,"CHORROCHO, BA"
311650,"CLARO DOS POCOES, MG"
353150,"MONTE AZUL PAULISTA, SP"
431250,"MOSTARDAS, RS"
431261,"MUITOS CAPOES, RS"
292260,"NILO PECANHA, BA"
220610,"MATIAS OLIMPIO, PI"
210663,"MATOES DO NORTE, MA"
171320,"MIRACEMA DO TOCANTINS, TO"
411390,"MALLET, PR"
220595,"MARCOLANDIA, PI"
150442,"MARITUBA, PA"
291920,"LAURO DE FREITAS, BA"
160030,"MACAPA, AP"
220275,"COLONIA DO GURGUEIA, PI"
250440,"CONCEICAO, PB"
290820,"CONCEICAO DA FEIRA, BA"
170560,"CONCEICAO DO TOCANTINS, TO"
260380,"CAPOEIRAS, PE"
220250,"CARACOL, PI"
290689,"CARAIBAS, BA"
311330,"CARANGOLA, MG"
311340,"CARATINGA, MG"
220253,"CARAUBAS DO PIAUI, PI"
290700,"CARDEAL DA SILVA, BA"
130110,"CAREIRO, AM"
290710,"CARINHANHA, BA"
170386,"CARIRI DO TOCANTINS, TO"
410470,"CARLOPOLIS, PR"
311390,"CARMO DA CACHOEIRA, MG"
260392,"CARNAUBEIRA DA PENHA, PE"
210280,"CAROLINA, MA"
170389,"CARRASCO BONITO, TO"
351080,"CASA BRANCA, SP"
311500,"CASCALHO RICO, MG"
430495,"CASEIROS, RS"
250415,"CASSERENGUE, PB"
510285,"CASTANHEIRA, MT"
320140,"CASTELO, ES"
290730,"CASTRO ALVES, BA"
420400,"CATANDUVAS, SC"
351040,"CAPIVARI, SP"
260420,"CATENDE, PE"
432380,"XANGRI-LA, RS"
421960,"XAVANTINA, SC"
130430,"URUCARA, AM"
130440,"URUCURITUBA, AM"
421900,"URUSSANGA, SC"
110175,"VALE DO ANARI, RO"
330610,"VALENCA, RJ"
355630,"VALPARAISO, SP"
432255,"VANINI, RS"
421910,"VARGEAO, SC"
317075,"VARJAO DE MINAS, MG"
330615,"VARRE-SAI, RJ"
241470,"VARZEA, RN"
317080,"VARZEA DA PALMA, MG"
293310,"VARZEA DO POCO, BA"
221140,"VARZEA GRANDE, PI"
317090,"VARZELANDIA, MG"
320506,"VENDA NOVA DO IMIGRANTE, ES"
510850,"VERA, MT"
412855,"VERA CRUZ DO OESTE, PR"
317103,"VERDELANDIA, MG"
317115,"VERMELHO NOVO, MG"
432285,"VESPASIANO CORREA, RS"
270940,"VICOSA, AL"
241500,"VILA FLOR, RN"
432340,"VILA MARIA, RS"
211285,"VILA NOVA DOS MARTIRIOS, MA"
320520,"VILA VELHA, ES"
150410,"MAGALHAES BARATA, PA"
312210,"DIVINO DAS LARANJEIRAS, MG"
312235,"DIVISA ALEGRE, MG"
351410,"DOIS CORREGOS, SP"
500348,"DOIS IRMAOS DO BURITI, MS"
521480,"NOVA AURORA, GO"
314467,"NOVA BELEM, MG"
150495,"NOVA ESPERANCA DO PIRIA, PA"
292273,"NOVA FATIMA, BA"
510880,"NOVA GUARITA, MT"
330350,"NOVA IGUACU, RJ"
150497,"NOVA IPIXUNA, PA"
411710,"NOVA LONDRINA, PR"
510622,"NOVA MUTUM, MT"
411720,"NOVA OLIMPIA, PR"
210735,"NOVA OLINDA DO MARANHAO, MA"
251030,"NOVA PALMEIRA, PB"
411722,"NOVA SANTA ROSA, PR"
150500,"NOVA TIMBOTEUA, PA"
110143,"NOVA UNIAO, RO"
292300,"NOVA VICOSA, BA"
353130,"MONTE ALTO, SP"
521377,"MONTIVIDIU DO NORTE, GO"
353190,"MORRO AGUDO, SP"
314360,"MORRO DA GARCA, MG"
431245,"MORRO REDONDO, RS"
292180,"MORTUGABA, BA"
230900,"MUCAMBO, CE"
292200,"MUCURI, BA"
250980,"MULUNGU, PB"
292980,"SAUDE, BA"
421555,"SANTA HELENA, SC"
354170,"QUATA, SP"
261120,"POCAO, PE"
150550,"PARAGOMINAS, PA"
150405,"MAE DO RIO, PA"
270370,"JARAMATAIA, AL"
320255,"IBITIRAMA, ES"
410850,"GENERAL CARNEIRO, PR"
250420,"CATINGUEIRA, PB"
260230,"BONITO, PE"
310560,"BARBACENA, MG"
520010,"ABADIANIA, GO"
310390,"ARAUJOS, MG"
230565,"IPAPORANGA, CE"
250350,"CACIMBA DE DENTRO, PB"
420090,"ANGELINA, SC"
412190,"RIBEIRAO DO PINHAL, PR"
313400,"ITINGA, MG"
291170,"GUANAMBI, BA"
355730,"ESTIVA GERBI, SP"
432035,"SENTINELA DO SUL, RS"
432030,"SELBACH, RS"
220940,"SANTO ANTONIO DE LISBOA, PI"
320455,"SANTA MARIA DE JETIBA, ES"
411780,"PALMITAL, PR"
314300,"MONTE BELO, MG"
313970,"MARAVILHAS, MG"
210565,"JUNCO DO MARANHAO, MA"
172080,"SITIO NOVO DO TOCANTINS, TO"
231290,"SOBRAL, CE"
221090,"SOCORRO DO PIAUI, PI"
500793,"SONORA, MS"
150790,"SOURE, PA"
172085,"SUCUPIRA, TO"
421775,"SUL BRASIL, SC"
330570,"SUMIDOURO, RJ"
355260,"TABAPUA, SP"
431937,"SAO PEDRO DO BUTIA, RS"
221050,"SAO PEDRO DO PIAUI, PI"
355080,"SAO SEBASTIAO DA GRAMA, SP"
316480,"SAO SEBASTIAO DO RIO PRETO, MG"
130395,"SAO SEBASTIAO DO UATUMA, AM"
412610,"SAO TOME, PR"
431970,"SAO VALENTIM, RS"
431975,"SAO VENDELINO, RS"
431980,"SAO VICENTE DO SUL, RS"
292960,"SAPEACU, BA"
412620,"SAPOPEMA, PR"
211172,"SATUBINHA, MA"
421750,"SEARA, SC"
221063,"SEBASTIAO LEAL, PI"
500780,"SELVIRIA, MS"
316557,"SENADOR AMARAL, MG"
316570,"SENADOR FIRMINO, MG"
316590,"SENADOR MODESTINO GONCALVES, MG"
330513,"SAO JOSE DE UBA, RJ"
251465,"SAO JOSE DO BREJO DO CRUZ, PB"
354680,"SANTA ISABEL, SP"
150650,"SANTA IZABEL DO PARA, PA"
412380,"SANTA IZABEL DO OESTE, PR"
320450,"SANTA LEOPOLDINA, ES"
354690,"SANTA LUCIA, SP"
292805,"SANTA LUZIA, BA"
315780,"SANTA LUZIA, MG"
270790,"SANTA LUZIA DO NORTE, AL"
240933,"SANTA MARIA, RN"
150658,"SANTA MARIA DAS BARREIRAS, PA"
315810,"SANTA MARIA DO SALTO, MG"
292670,"RIO DE CONTAS, BA"
240895,"RIO DO FOGO, RN"
171870,"RIO DOS BOIS, TO"
